,REF_AREA,TIME_PERIOD,INDICATOR,AGE,OBS_VALUE
2216,TCA,2008,DM_NET_MG_RATE,_T,32.368
2217,TCD,2008,DM_NET_MG_RATE,_T,3.288
2218,TGO,2008,DM_NET_MG_RATE,_T,2.301
2219,THA,2008,DM_NET_MG_RATE,_T,1.275
2220,TJK,2008,DM_NET_MG_RATE,_T,-4.745
2221,TKL,2008,DM_NET_MG_RATE,_T,-4.435
2222,TKM,2008,DM_NET_MG_RATE,_T,-1.881
2223,TLS,2008,DM_NET_MG_RATE,_T,-3.097
2224,TON,2008,DM_NET_MG_RATE,_T,-19.305
2225,TTO,2008,DM_NET_MG_RATE,_T,-2.598
2226,TUN,2008,DM_NET_MG_RATE,_T,-2.649
2227,TUR,2008,DM_NET_MG_RATE,_T,-1.054
2228,TUV,2008,DM_NET_MG_RATE,_T,-0.097
2229,TWN,2008,DM_NET_MG_RATE,_T,-0.301
2230,TZA,2008,DM_NET_MG_RATE,_T,-4.299
2231,UGA,2008,DM_NET_MG_RATE,_T,-5.192
2232,UKR,2008,DM_NET_MG_RATE,_T,0.358
2233,UNICEF_EAP,2008,DM_NET_MG_RATE,_T,-0.109
2234,UNICEF_EAPRO,2008,DM_NET_MG_RATE,_T,-0.412
2235,UNICEF_ECARO,2008,DM_NET_MG_RATE,_T,-2.205
2236,UNICEF_EECA,2008,DM_NET_MG_RATE,_T,-0.392
2237,UNICEF_ESA,2008,DM_NET_MG_RATE,_T,-0.792
2238,UNICEF_ESARO,2008,DM_NET_MG_RATE,_T,-0.678
2239,UNICEF_LAC,2008,DM_NET_MG_RATE,_T,-1.754
2240,UNICEF_LACRO,2008,DM_NET_MG_RATE,_T,-1.757
2241,UNICEF_MENA,2008,DM_NET_MG_RATE,_T,4.638
2242,UNICEF_MENARO,2008,DM_NET_MG_RATE,_T,4.143
2243,UNICEF_NA,2008,DM_NET_MG_RATE,_T,3.943
2244,UNICEF_ROSA,2008,DM_NET_MG_RATE,_T,-1.762
2245,UNICEF_SA,2008,DM_NET_MG_RATE,_T,-1.762
2246,UNICEF_WCA,2008,DM_NET_MG_RATE,_T,-0.652
2247,UNICEF_WCARO,2008,DM_NET_MG_RATE,_T,-0.652
2248,UNICEF_WE,2008,DM_NET_MG_RATE,_T,3.758
2249,UNSDG_LDC,2008,DM_NET_MG_RATE,_T,-2.68
2250,URY,2008,DM_NET_MG_RATE,_T,-2.832
2251,USA,2008,DM_NET_MG_RATE,_T,3.591
2252,UZB,2008,DM_NET_MG_RATE,_T,-0.866
2253,VAT,2008,DM_NET_MG_RATE,_T,0
2254,VCT,2008,DM_NET_MG_RATE,_T,-14.871
2255,VEN,2008,DM_NET_MG_RATE,_T,-1.561
2256,VGB,2008,DM_NET_MG_RATE,_T,31.203
2257,VIR,2008,DM_NET_MG_RATE,_T,-6.378
2258,VNM,2008,DM_NET_MG_RATE,_T,-1.186
2259,VUT,2008,DM_NET_MG_RATE,_T,-2.266
2260,WLF,2008,DM_NET_MG_RATE,_T,-28.734
2261,WORLD,2008,DM_NET_MG_RATE,_T,0
2262,WSM,2008,DM_NET_MG_RATE,_T,-16.768
2263,XKX,2008,DM_NET_MG_RATE,_T,-18.77
2264,YEM,2008,DM_NET_MG_RATE,_T,-1.21
2265,ZAF,2008,DM_NET_MG_RATE,_T,0.731
2266,ZMB,2008,DM_NET_MG_RATE,_T,3.059
2267,ZWE,2008,DM_NET_MG_RATE,_T,-11.071
2268,ABW,2009,DM_NET_MG_RATE,_T,7.113
2269,AFG,2009,DM_NET_MG_RATE,_T,-2.147
2270,AGO,2009,DM_NET_MG_RATE,_T,3.438
2271,AIA,2009,DM_NET_MG_RATE,_T,8.771
2272,ALB,2009,DM_NET_MG_RATE,_T,-11.574
2273,AND,2009,DM_NET_MG_RATE,_T,-35.613
2274,ARE,2009,DM_NET_MG_RATE,_T,102.987
2275,ARG,2009,DM_NET_MG_RATE,_T,-0.193
2276,ARM,2009,DM_NET_MG_RATE,_T,-10.732
2277,ASM,2009,DM_NET_MG_RATE,_T,-27.21
2278,ATG,2009,DM_NET_MG_RATE,_T,4.007
2279,AUS,2009,DM_NET_MG_RATE,_T,10.949
2280,AUT,2009,DM_NET_MG_RATE,_T,2.054
2281,AZE,2009,DM_NET_MG_RATE,_T,0.098
2282,BDI,2009,DM_NET_MG_RATE,_T,21.383
2283,BEL,2009,DM_NET_MG_RATE,_T,4.955
2284,BEN,2009,DM_NET_MG_RATE,_T,0.466
2285,BES,2009,DM_NET_MG_RATE,_T,32.266
2286,BFA,2009,DM_NET_MG_RATE,_T,-2.566
2287,BGD,2009,DM_NET_MG_RATE,_T,-5.038
2288,BGR,2009,DM_NET_MG_RATE,_T,-0.916
2289,BHR,2009,DM_NET_MG_RATE,_T,45.125
2290,BHS,2009,DM_NET_MG_RATE,_T,4.405
2291,BIH,2009,DM_NET_MG_RATE,_T,-17.44
2292,BLM,2009,DM_NET_MG_RATE,_T,18.316
2293,BLR,2009,DM_NET_MG_RATE,_T,0.222
2294,BLZ,2009,DM_NET_MG_RATE,_T,8.616
2295,BMU,2009,DM_NET_MG_RATE,_T,-4.158
2296,BOL,2009,DM_NET_MG_RATE,_T,-1.298
2297,BRA,2009,DM_NET_MG_RATE,_T,-0.151
2298,BRB,2009,DM_NET_MG_RATE,_T,0.274
2299,BRN,2009,DM_NET_MG_RATE,_T,1.459
2300,BTN,2009,DM_NET_MG_RATE,_T,-1.824
2301,BWA,2009,DM_NET_MG_RATE,_T,2.125
2302,CAF,2009,DM_NET_MG_RATE,_T,-6.314
2303,CAN,2009,DM_NET_MG_RATE,_T,7.196
2304,CHE,2009,DM_NET_MG_RATE,_T,8.975
2305,CHL,2009,DM_NET_MG_RATE,_T,1.446
2306,CHN,2009,DM_NET_MG_RATE,_T,-0.262
2307,CIV,2009,DM_NET_MG_RATE,_T,-6.57
2308,CMR,2009,DM_NET_MG_RATE,_T,-0.528
2309,COD,2009,DM_NET_MG_RATE,_T,-0.715
2310,COG,2009,DM_NET_MG_RATE,_T,20.403
2311,COK,2009,DM_NET_MG_RATE,_T,22.62
2312,COL,2009,DM_NET_MG_RATE,_T,-1.058
2313,COM,2009,DM_NET_MG_RATE,_T,-3.759
2314,CPV,2009,DM_NET_MG_RATE,_T,-6.626
2315,CRI,2009,DM_NET_MG_RATE,_T,1.158
2316,CUB,2009,DM_NET_MG_RATE,_T,-2.684
2317,CUW,2009,DM_NET_MG_RATE,_T,10.051
2318,CYM,2009,DM_NET_MG_RATE,_T,17.598
2319,CYP,2009,DM_NET_MG_RATE,_T,11.014
2320,CZE,2009,DM_NET_MG_RATE,_T,3.01
2321,DEU,2009,DM_NET_MG_RATE,_T,2.97
2322,DJI,2009,DM_NET_MG_RATE,_T,3.079
2323,DMA,2009,DM_NET_MG_RATE,_T,-3.31
2324,DNK,2009,DM_NET_MG_RATE,_T,2.803
2325,DOM,2009,DM_NET_MG_RATE,_T,-3.152
2326,DZA,2009,DM_NET_MG_RATE,_T,-0.961
2327,ECU,2009,DM_NET_MG_RATE,_T,-0.575
2328,EGY,2009,DM_NET_MG_RATE,_T,-0.653
2329,ERI,2009,DM_NET_MG_RATE,_T,-7.865
2330,ESP,2009,DM_NET_MG_RATE,_T,2.821
2331,EST,2009,DM_NET_MG_RATE,_T,-1.452
2332,ETH,2009,DM_NET_MG_RATE,_T,0.188
2333,FIN,2009,DM_NET_MG_RATE,_T,2.768
2334,FJI,2009,DM_NET_MG_RATE,_T,-11.522
2335,FLK,2009,DM_NET_MG_RATE,_T,-8.398
2336,FRA,2009,DM_NET_MG_RATE,_T,1.756
2337,FRO,2009,DM_NET_MG_RATE,_T,-3.271
2338,FSM,2009,DM_NET_MG_RATE,_T,-27.169
2339,GAB,2009,DM_NET_MG_RATE,_T,9.278
2340,GBR,2009,DM_NET_MG_RATE,_T,4.586
2341,GEO,2009,DM_NET_MG_RATE,_T,-8.459
2342,GHA,2009,DM_NET_MG_RATE,_T,0.899
2343,GIB,2009,DM_NET_MG_RATE,_T,9.752
2344,GIN,2009,DM_NET_MG_RATE,_T,-3.391
2345,GLP,2009,DM_NET_MG_RATE,_T,-5.569
2346,GMB,2009,DM_NET_MG_RATE,_T,-1.206
2347,GNB,2009,DM_NET_MG_RATE,_T,-1.845
2348,GNQ,2009,DM_NET_MG_RATE,_T,20.562
2349,GRC,2009,DM_NET_MG_RATE,_T,-2.153
2350,GRD,2009,DM_NET_MG_RATE,_T,-4.044
2351,GRL,2009,DM_NET_MG_RATE,_T,-10.1
2352,GTM,2009,DM_NET_MG_RATE,_T,-3.014
2353,GUF,2009,DM_NET_MG_RATE,_T,-2.541
2354,GUM,2009,DM_NET_MG_RATE,_T,-17.646
2355,GUY,2009,DM_NET_MG_RATE,_T,-18.635
2356,HKG,2009,DM_NET_MG_RATE,_T,2.951
2357,HND,2009,DM_NET_MG_RATE,_T,-0.628
2358,HRV,2009,DM_NET_MG_RATE,_T,-0.838
2359,HTI,2009,DM_NET_MG_RATE,_T,-2.868
2360,HUN,2009,DM_NET_MG_RATE,_T,1.918
2361,IDN,2009,DM_NET_MG_RATE,_T,-0.407
2362,IMN,2009,DM_NET_MG_RATE,_T,8.182
2363,IND,2009,DM_NET_MG_RATE,_T,-0.656
2364,IRL,2009,DM_NET_MG_RATE,_T,-4.114
2365,IRN,2009,DM_NET_MG_RATE,_T,1.336
2366,IRQ,2009,DM_NET_MG_RATE,_T,3.978
2367,ISL,2009,DM_NET_MG_RATE,_T,-14.919
2368,ISR,2009,DM_NET_MG_RATE,_T,1.108
2369,ITA,2009,DM_NET_MG_RATE,_T,4.714
2370,JAM,2009,DM_NET_MG_RATE,_T,-5.84
2371,JOR,2009,DM_NET_MG_RATE,_T,-7.3
2372,JPN,2009,DM_NET_MG_RATE,_T,1.243
2373,KAZ,2009,DM_NET_MG_RATE,_T,0.501
2374,KEN,2009,DM_NET_MG_RATE,_T,0.176
2375,KGZ,2009,DM_NET_MG_RATE,_T,-5.459
2376,KHM,2009,DM_NET_MG_RATE,_T,-3.414
2377,KIR,2009,DM_NET_MG_RATE,_T,-4.245
2378,KNA,2009,DM_NET_MG_RATE,_T,-3.61
2379,KOR,2009,DM_NET_MG_RATE,_T,0.097
2380,KWT,2009,DM_NET_MG_RATE,_T,33.048
2381,LAO,2009,DM_NET_MG_RATE,_T,-4.483
2382,LBN,2009,DM_NET_MG_RATE,_T,-0.545
2383,LBR,2009,DM_NET_MG_RATE,_T,0.306
2384,LBY,2009,DM_NET_MG_RATE,_T,1.836
2385,LCA,2009,DM_NET_MG_RATE,_T,1.18
2386,LIE,2009,DM_NET_MG_RATE,_T,3.368
2387,LKA,2009,DM_NET_MG_RATE,_T,0.268
2388,LSO,2009,DM_NET_MG_RATE,_T,-2.3
2389,LTU,2009,DM_NET_MG_RATE,_T,-9.607
2390,LUX,2009,DM_NET_MG_RATE,_T,13.641
2391,LVA,2009,DM_NET_MG_RATE,_T,-7.102
2392,MAC,2009,DM_NET_MG_RATE,_T,20.951
2393,MAF,2009,DM_NET_MG_RATE,_T,-0.249
2394,MAR,2009,DM_NET_MG_RATE,_T,-2.562
2395,MCO,2009,DM_NET_MG_RATE,_T,24.817
2396,MDA,2009,DM_NET_MG_RATE,_T,-18.736
2397,MDG,2009,DM_NET_MG_RATE,_T,0.023
2398,MDV,2009,DM_NET_MG_RATE,_T,17.3
2399,MEX,2009,DM_NET_MG_RATE,_T,-2.6
2400,MHL,2009,DM_NET_MG_RATE,_T,-28.374
2401,MKD,2009,DM_NET_MG_RATE,_T,-0.707
2402,MLI,2009,DM_NET_MG_RATE,_T,-2.287
2403,MLT,2009,DM_NET_MG_RATE,_T,4.279
2404,MMR,2009,DM_NET_MG_RATE,_T,-3.231
2405,MNE,2009,DM_NET_MG_RATE,_T,-5.161
2406,MNG,2009,DM_NET_MG_RATE,_T,-3.611
2407,MNP,2009,DM_NET_MG_RATE,_T,-67.644
2408,MOZ,2009,DM_NET_MG_RATE,_T,-2.714
2409,MRT,2009,DM_NET_MG_RATE,_T,-0.768
2410,MSR,2009,DM_NET_MG_RATE,_T,15.514
2411,MTQ,2009,DM_NET_MG_RATE,_T,-10.781
2412,MUS,2009,DM_NET_MG_RATE,_T,-2.456
2413,MWI,2009,DM_NET_MG_RATE,_T,-0.6
2414,MYS,2009,DM_NET_MG_RATE,_T,6.921
2415,MYT,2009,DM_NET_MG_RATE,_T,-6.237
2416,NAM,2009,DM_NET_MG_RATE,_T,-4.161
2417,NCL,2009,DM_NET_MG_RATE,_T,3.919
2418,NER,2009,DM_NET_MG_RATE,_T,-0.563
2419,NGA,2009,DM_NET_MG_RATE,_T,-0.309
2420,NIC,2009,DM_NET_MG_RATE,_T,-5.17
2421,NIU,2009,DM_NET_MG_RATE,_T,-6.596
2422,NLD,2009,DM_NET_MG_RATE,_T,1.742
2423,NOR,2009,DM_NET_MG_RATE,_T,8.157
2424,NPL,2009,DM_NET_MG_RATE,_T,-11.068
2425,NRU,2009,DM_NET_MG_RATE,_T,-25.259
2426,NZL,2009,DM_NET_MG_RATE,_T,2.887
2427,OMN,2009,DM_NET_MG_RATE,_T,-1.748
2428,PAK,2009,DM_NET_MG_RATE,_T,-1.779
2429,PAN,2009,DM_NET_MG_RATE,_T,1.34
2430,PER,2009,DM_NET_MG_RATE,_T,-7.531
2431,PHL,2009,DM_NET_MG_RATE,_T,-2.497
2432,PLW,2009,DM_NET_MG_RATE,_T,-18.262
2433,PNG,2009,DM_NET_MG_RATE,_T,6.768
2434,POL,2009,DM_NET_MG_RATE,_T,0.369
2435,PRI,2009,DM_NET_MG_RATE,_T,-7.818
2436,PRK,2009,DM_NET_MG_RATE,_T,-0.124
2437,PRT,2009,DM_NET_MG_RATE,_T,1.48
2438,PRY,2009,DM_NET_MG_RATE,_T,-7.009
2439,PSE,2009,DM_NET_MG_RATE,_T,-6.62
2440,PYF,2009,DM_NET_MG_RATE,_T,-9.18
2441,QAT,2009,DM_NET_MG_RATE,_T,71.745
2442,REU,2009,DM_NET_MG_RATE,_T,-4.003
2443,ROU,2009,DM_NET_MG_RATE,_T,-6.299
2444,RUS,2009,DM_NET_MG_RATE,_T,2.622
2445,RWA,2009,DM_NET_MG_RATE,_T,-1.504
2446,SAU,2009,DM_NET_MG_RATE,_T,17.499
2447,SDN,2009,DM_NET_MG_RATE,_T,-2.408
2448,SEN,2009,DM_NET_MG_RATE,_T,-3.571
2449,SGP,2009,DM_NET_MG_RATE,_T,28.933
2450,SHN,2009,DM_NET_MG_RATE,_T,10.072
2451,SLB,2009,DM_NET_MG_RATE,_T,-4.873
2452,SLE,2009,DM_NET_MG_RATE,_T,2.903
2453,SLV,2009,DM_NET_MG_RATE,_T,-9.145
2454,SMR,2009,DM_NET_MG_RATE,_T,11.856
2455,SOM,2009,DM_NET_MG_RATE,_T,-8.639
2456,SPM,2009,DM_NET_MG_RATE,_T,-0.826
2457,SRB,2009,DM_NET_MG_RATE,_T,0.006
2458,SSD,2009,DM_NET_MG_RATE,_T,15.184
2459,STP,2009,DM_NET_MG_RATE,_T,-7.3
2460,SUR,2009,DM_NET_MG_RATE,_T,-2.246
2461,SVK,2009,DM_NET_MG_RATE,_T,0.213
2462,SVN,2009,DM_NET_MG_RATE,_T,3.752
2463,SWE,2009,DM_NET_MG_RATE,_T,5.974
2464,SWZ,2009,DM_NET_MG_RATE,_T,-9.294
2465,SXM,2009,DM_NET_MG_RATE,_T,0.703
2466,SYC,2009,DM_NET_MG_RATE,_T,3.488
2467,SYR,2009,DM_NET_MG_RATE,_T,-2.412
2468,TCA,2009,DM_NET_MG_RATE,_T,31.622
2469,TCD,2009,DM_NET_MG_RATE,_T,0.792
2470,TGO,2009,DM_NET_MG_RATE,_T,-0.312
2471,THA,2009,DM_NET_MG_RATE,_T,1.278
2472,TJK,2009,DM_NET_MG_RATE,_T,-4.896
2473,TKL,2009,DM_NET_MG_RATE,_T,-2.208
2474,TKM,2009,DM_NET_MG_RATE,_T,-1.853
2475,TLS,2009,DM_NET_MG_RATE,_T,-3.763
2476,TON,2009,DM_NET_MG_RATE,_T,-19.211
2477,TTO,2009,DM_NET_MG_RATE,_T,-2.179
2478,TUN,2009,DM_NET_MG_RATE,_T,-2.534
2479,TUR,2009,DM_NET_MG_RATE,_T,0.443
2480,TUV,2009,DM_NET_MG_RATE,_T,0.866
2481,TWN,2009,DM_NET_MG_RATE,_T,-0.233
2482,TZA,2009,DM_NET_MG_RATE,_T,-7.353
2483,UGA,2009,DM_NET_MG_RATE,_T,-5.225
2484,UKR,2009,DM_NET_MG_RATE,_T,0.396
2485,UNICEF_EAP,2009,DM_NET_MG_RATE,_T,-0.041
2486,UNICEF_EAPRO,2009,DM_NET_MG_RATE,_T,-0.328
2487,UNICEF_ECARO,2009,DM_NET_MG_RATE,_T,-1.74
2488,UNICEF_EECA,2009,DM_NET_MG_RATE,_T,-0.106
2489,UNICEF_ESA,2009,DM_NET_MG_RATE,_T,-0.949
2490,UNICEF_ESARO,2009,DM_NET_MG_RATE,_T,-0.837
2491,UNICEF_LAC,2009,DM_NET_MG_RATE,_T,-1.609
2492,UNICEF_LACRO,2009,DM_NET_MG_RATE,_T,-1.612
2493,UNICEF_MENA,2009,DM_NET_MG_RATE,_T,3.636
2494,UNICEF_MENARO,2009,DM_NET_MG_RATE,_T,3.197
2495,UNICEF_NA,2009,DM_NET_MG_RATE,_T,3.725
2496,UNICEF_ROSA,2009,DM_NET_MG_RATE,_T,-1.363
2497,UNICEF_SA,2009,DM_NET_MG_RATE,_T,-1.363
2498,UNICEF_WCA,2009,DM_NET_MG_RATE,_T,-0.652
2499,UNICEF_WCARO,2009,DM_NET_MG_RATE,_T,-0.652
2500,UNICEF_WE,2009,DM_NET_MG_RATE,_T,2.811
2501,UNSDG_LDC,2009,DM_NET_MG_RATE,_T,-2.347
2502,URY,2009,DM_NET_MG_RATE,_T,-2.542
2503,USA,2009,DM_NET_MG_RATE,_T,3.347
2504,UZB,2009,DM_NET_MG_RATE,_T,-0.723
2505,VAT,2009,DM_NET_MG_RATE,_T,0
2506,VCT,2009,DM_NET_MG_RATE,_T,-14.99
2507,VEN,2009,DM_NET_MG_RATE,_T,-1.774
2508,VGB,2009,DM_NET_MG_RATE,_T,28.689
2509,VIR,2009,DM_NET_MG_RATE,_T,-5.308
2510,VNM,2009,DM_NET_MG_RATE,_T,-0.214
2511,VUT,2009,DM_NET_MG_RATE,_T,-2.832
2512,WLF,2009,DM_NET_MG_RATE,_T,-26.823
2513,WORLD,2009,DM_NET_MG_RATE,_T,0
2514,WSM,2009,DM_NET_MG_RATE,_T,-16.689
2515,XKX,2009,DM_NET_MG_RATE,_T,-18.405
2516,YEM,2009,DM_NET_MG_RATE,_T,-1.159
2517,ZAF,2009,DM_NET_MG_RATE,_T,0.812
2518,ZMB,2009,DM_NET_MG_RATE,_T,3.374
2519,ZWE,2009,DM_NET_MG_RATE,_T,-10.464
2520,ABW,2010,DM_NET_MG_RATE,_T,4.977
2521,AFG,2010,DM_NET_MG_RATE,_T,-5.001
2522,AGO,2010,DM_NET_MG_RATE,_T,3.859
2523,AIA,2010,DM_NET_MG_RATE,_T,9.388
2524,ALB,2010,DM_NET_MG_RATE,_T,-10.017
2525,AND,2010,DM_NET_MG_RATE,_T,-39.225
2526,ARE,2010,DM_NET_MG_RATE,_T,-1.616
2527,ARG,2010,DM_NET_MG_RATE,_T,-0.121
2528,ARM,2010,DM_NET_MG_RATE,_T,-10.801
2529,ASM,2010,DM_NET_MG_RATE,_T,-26.547
2530,ATG,2010,DM_NET_MG_RATE,_T,3.451
2531,AUS,2010,DM_NET_MG_RATE,_T,7.605
2532,AUT,2010,DM_NET_MG_RATE,_T,2.728
2533,AZE,2010,DM_NET_MG_RATE,_T,0.15
2534,BDI,2010,DM_NET_MG_RATE,_T,1.298
2535,BEL,2010,DM_NET_MG_RATE,_T,5.033
2536,BEN,2010,DM_NET_MG_RATE,_T,0.418
2537,BES,2010,DM_NET_MG_RATE,_T,31.621
2538,BFA,2010,DM_NET_MG_RATE,_T,-2.61
2539,BGD,2010,DM_NET_MG_RATE,_T,-3.111
2540,BGR,2010,DM_NET_MG_RATE,_T,-1.144
2541,BHR,2010,DM_NET_MG_RATE,_T,-13.963
2542,BHS,2010,DM_NET_MG_RATE,_T,5.106
2543,BIH,2010,DM_NET_MG_RATE,_T,-17.497
2544,BLM,2010,DM_NET_MG_RATE,_T,12.996
2545,BLR,2010,DM_NET_MG_RATE,_T,0.503
2546,BLZ,2010,DM_NET_MG_RATE,_T,5.119
2547,BMU,2010,DM_NET_MG_RATE,_T,-3.398
2548,BOL,2010,DM_NET_MG_RATE,_T,-1.231
2549,BRA,2010,DM_NET_MG_RATE,_T,0.086
2550,BRB,2010,DM_NET_MG_RATE,_T,-0.131
2551,BRN,2010,DM_NET_MG_RATE,_T,1.182
2552,BTN,2010,DM_NET_MG_RATE,_T,-1.685
2553,BWA,2010,DM_NET_MG_RATE,_T,1.704
2554,CAF,2010,DM_NET_MG_RATE,_T,-9.223
2555,CAN,2010,DM_NET_MG_RATE,_T,6.728
2556,CHE,2010,DM_NET_MG_RATE,_T,9.711
2557,CHL,2010,DM_NET_MG_RATE,_T,1.534
2558,CHN,2010,DM_NET_MG_RATE,_T,-0.161
2559,CIV,2010,DM_NET_MG_RATE,_T,-6.524
2560,CMR,2010,DM_NET_MG_RATE,_T,-0.471
2561,COD,2010,DM_NET_MG_RATE,_T,0.133
2562,COG,2010,DM_NET_MG_RATE,_T,2.777
2563,COK,2010,DM_NET_MG_RATE,_T,21.612
2564,COL,2010,DM_NET_MG_RATE,_T,-0.763
2565,COM,2010,DM_NET_MG_RATE,_T,-3.49
2566,CPV,2010,DM_NET_MG_RATE,_T,-3.665
2567,CRI,2010,DM_NET_MG_RATE,_T,1.024
2568,CUB,2010,DM_NET_MG_RATE,_T,-2.452
2569,CUW,2010,DM_NET_MG_RATE,_T,9.45
2570,CYM,2010,DM_NET_MG_RATE,_T,16.683
2571,CYP,2010,DM_NET_MG_RATE,_T,11.084
2572,CZE,2010,DM_NET_MG_RATE,_T,3.332
2573,DEU,2010,DM_NET_MG_RATE,_T,3.289
2574,DJI,2010,DM_NET_MG_RATE,_T,2.319
2575,DMA,2010,DM_NET_MG_RATE,_T,-3.529
2576,DNK,2010,DM_NET_MG_RATE,_T,3.074
2577,DOM,2010,DM_NET_MG_RATE,_T,-3.114
2578,DZA,2010,DM_NET_MG_RATE,_T,-0.922
2579,ECU,2010,DM_NET_MG_RATE,_T,-0.555
2580,EGY,2010,DM_NET_MG_RATE,_T,-0.216
2581,ERI,2010,DM_NET_MG_RATE,_T,-4.238
2582,ESP,2010,DM_NET_MG_RATE,_T,1.349
2583,EST,2010,DM_NET_MG_RATE,_T,-2.819
2584,ETH,2010,DM_NET_MG_RATE,_T,0.899
2585,FIN,2010,DM_NET_MG_RATE,_T,2.624
2586,FJI,2010,DM_NET_MG_RATE,_T,-11.716
2587,FLK,2010,DM_NET_MG_RATE,_T,-7.806
2588,FRA,2010,DM_NET_MG_RATE,_T,1.384
2589,FRO,2010,DM_NET_MG_RATE,_T,-2.393
2590,FSM,2010,DM_NET_MG_RATE,_T,-16.589
2591,GAB,2010,DM_NET_MG_RATE,_T,10.138
2592,GBR,2010,DM_NET_MG_RATE,_T,4.497
2593,GEO,2010,DM_NET_MG_RATE,_T,-6.407
2594,GHA,2010,DM_NET_MG_RATE,_T,-0.146
2595,GIB,2010,DM_NET_MG_RATE,_T,10.452
2596,GIN,2010,DM_NET_MG_RATE,_T,-3.047
2597,GLP,2010,DM_NET_MG_RATE,_T,-6.437
2598,GMB,2010,DM_NET_MG_RATE,_T,-1.271
2599,GNB,2010,DM_NET_MG_RATE,_T,-1.439
2600,GNQ,2010,DM_NET_MG_RATE,_T,20.345
2601,GRC,2010,DM_NET_MG_RATE,_T,-2.263
2602,GRD,2010,DM_NET_MG_RATE,_T,-3.964
2603,GRL,2010,DM_NET_MG_RATE,_T,-7.831
2604,GTM,2010,DM_NET_MG_RATE,_T,-2.477
2605,GUF,2010,DM_NET_MG_RATE,_T,-1.626
2606,GUM,2010,DM_NET_MG_RATE,_T,-11.146
2607,GUY,2010,DM_NET_MG_RATE,_T,-18.975
2608,HKG,2010,DM_NET_MG_RATE,_T,1.484
2609,HND,2010,DM_NET_MG_RATE,_T,-0.641
2610,HRV,2010,DM_NET_MG_RATE,_T,-1.287
2611,HTI,2010,DM_NET_MG_RATE,_T,-2.885
2612,HUN,2010,DM_NET_MG_RATE,_T,1.142
2613,IDN,2010,DM_NET_MG_RATE,_T,-0.316
2614,IMN,2010,DM_NET_MG_RATE,_T,7.936
2615,IND,2010,DM_NET_MG_RATE,_T,-0.306
2616,IRL,2010,DM_NET_MG_RATE,_T,-5.973
2617,IRN,2010,DM_NET_MG_RATE,_T,1.695
2618,IRQ,2010,DM_NET_MG_RATE,_T,3.436
2619,ISL,2010,DM_NET_MG_RATE,_T,-6.504
2620,ISR,2010,DM_NET_MG_RATE,_T,1.307
2621,ITA,2010,DM_NET_MG_RATE,_T,4.524
2622,JAM,2010,DM_NET_MG_RATE,_T,-5.198
2623,JOR,2010,DM_NET_MG_RATE,_T,0.703
2624,JPN,2010,DM_NET_MG_RATE,_T,1.16
2625,KAZ,2010,DM_NET_MG_RATE,_T,1.398
2626,KEN,2010,DM_NET_MG_RATE,_T,-0.508
2627,KGZ,2010,DM_NET_MG_RATE,_T,-9.532
2628,KHM,2010,DM_NET_MG_RATE,_T,-2.994
2629,KIR,2010,DM_NET_MG_RATE,_T,-5.714
2630,KNA,2010,DM_NET_MG_RATE,_T,-3.37
2631,KOR,2010,DM_NET_MG_RATE,_T,1.15
2632,KWT,2010,DM_NET_MG_RATE,_T,32.688
2633,LAO,2010,DM_NET_MG_RATE,_T,-4.33
2634,LBN,2010,DM_NET_MG_RATE,_T,-8.154
2635,LBR,2010,DM_NET_MG_RATE,_T,0.709
2636,LBY,2010,DM_NET_MG_RATE,_T,1.481
2637,LCA,2010,DM_NET_MG_RATE,_T,2.568
2638,LIE,2010,DM_NET_MG_RATE,_T,2.405
2639,LKA,2010,DM_NET_MG_RATE,_T,-1.286
2640,LSO,2010,DM_NET_MG_RATE,_T,-3.062
2641,LTU,2010,DM_NET_MG_RATE,_T,-9.154
2642,LUX,2010,DM_NET_MG_RATE,_T,15.486
2643,LVA,2010,DM_NET_MG_RATE,_T,-6.792
2644,MAC,2010,DM_NET_MG_RATE,_T,20.244
2645,MAF,2010,DM_NET_MG_RATE,_T,-12.166
2646,MAR,2010,DM_NET_MG_RATE,_T,-2.169
2647,MCO,2010,DM_NET_MG_RATE,_T,25.115
2648,MDA,2010,DM_NET_MG_RATE,_T,-23.236
2649,MDG,2010,DM_NET_MG_RATE,_T,0.022
2650,MDV,2010,DM_NET_MG_RATE,_T,17.407
2651,MEX,2010,DM_NET_MG_RATE,_T,-0.366
2652,MHL,2010,DM_NET_MG_RATE,_T,-26.142
2653,MKD,2010,DM_NET_MG_RATE,_T,-0.753
2654,MLI,2010,DM_NET_MG_RATE,_T,-2.22
2655,MLT,2010,DM_NET_MG_RATE,_T,7.309
2656,MMR,2010,DM_NET_MG_RATE,_T,-2.357
2657,MNE,2010,DM_NET_MG_RATE,_T,-3.192
2658,MNG,2010,DM_NET_MG_RATE,_T,-3.176
2659,MNP,2010,DM_NET_MG_RATE,_T,-69.976
2660,MOZ,2010,DM_NET_MG_RATE,_T,-1.271
2661,MRT,2010,DM_NET_MG_RATE,_T,1.064
2662,MSR,2010,DM_NET_MG_RATE,_T,15.736
2663,MTQ,2010,DM_NET_MG_RATE,_T,-11.718
2664,MUS,2010,DM_NET_MG_RATE,_T,-2.486
2665,MWI,2010,DM_NET_MG_RATE,_T,-0.633
